Unnamed: 0,index,Paper Title,Authors,Published Year,Publication Venue
1503049,1503050,Capacity planning with the statistical prediction of on-off flows,Seong-Soon Joo;Yoo-Kyoung Lee;Hae-Won Jung;Young-Cheol Bang,2006.0,MILCOM'06 Proceedings of the 2006 IEEE conference on Military communications
1725118,1725119,"Metadata and Semantic Research: 5th International Conference, MTSR 2011, Izmir, Turkey, October 12-14, 2011. Proceedings",Elena Garca-Barriocanal;Zeynel Cebeci;Aydin Oztrk;Mehmet C. Okur,2011.0,"Metadata and Semantic Research: 5th International Conference, MTSR 2011, Izmir, Turkey, October 12-14, 2011. Proceedings"
2077354,2077355,Collaborative information acquisition for data-driven decisions,Danxia Kong;Maytal Saar-Tsechansky,2014.0,Machine Learning
810154,810155,"Book review: Case-Based Reasoning in Design by Mary Lou Maher, M. Bala Balachandran, and Dong Mei Zhang (Lawrence Erlbaum Associates, 1995)",Michael Wolverton,1996.0,ACM SIGART Bulletin
1433847,1433848,Novel wideband active microstrip antennas using distributed frequency multiplexers or de-multiplexers,Homayoon Oraizi;Ebrahim Forati,2010.0,International Journal of RF and Microwave Computer-Aided Engineering
111015,111016,Closeness comparison of classical and inverse regression estimator,Jerome P. Keating;Robert L. Mason,1991.0,Computational Statistics & Data Analysis - Data analysis and inference in nonstandard settings
965492,965493,DP-Miner: Design Pattern Discovery Using Matrix,Jing Dong;Dushyant S. Lad;Yajing Zhao,2007.0,ECBS '07 Proceedings of the 14th Annual IEEE International Conference and Workshops on the Engineering of Computer-Based Systems
1589685,1589686,Measuring static quality of student code,Dennis M. Breuker;Jan Derriks;Jacob Brunekreef,2011.0,Proceedings of the 16th annual joint conference on Innovation and technology in computer science education
35658,35659,Coprocessor design for GaAs technology,M. S. Vlajnic;T. Maksimovic,1987.0,Microprocessing and Microprogramming
922215,922216,Design Patterns in Java(TM) (2nd Edition) (Software Patterns Series),Steven John Metsker;William C. Wake,2006.0,Design Patterns in Java(TM) (2nd Edition) (Software Patterns Series)
3715,3716,IIc BASIC paint: graphics for the Apple II family: a self-teaching guide,B Hicks;S Baron,1985.0,IIc BASIC paint: graphics for the Apple II family: a self-teaching guide
1938567,1938568,The RPG DSL: a case study of language engineering using MDD for generating RPG games for mobile phones,Eduardo Marques;Valter Balegas;Bruno F. Barroca;Ankica Barisic;Vasco Amaral,2012.0,Proceedings of the 2012 workshop on Domain-specific modeling
1862932,1862933,Resource management with virtual paths in ATM networks,V. J. Friesen;J. J. Harms;J. W. Wong,1996.0,IEEE Network: The Magazine of Global Internetworking
1239601,1239602,Model Analysis of Game on Acting of Securities Investment Fund Company,Jing-ting Ma;Jian Gui,2009.0,ICIC '09 Proceedings of the 2009 Second International Conference on Information and Computing Science - Volume 01
270936,270937,Mixed Covolume Methods for Elliptic Problems on Triangular Grids,So-Hsiang Chou;Do Y. Kwak;Panayot S. Vassilevski,1998.0,SIAM Journal on Numerical Analysis
1509761,1509762,Spray Characteristics of New Generation Multi-hole Injector for Spark-ignition Gasoline Engines with Direct Fuel Injection,Ning Ding;Wei-min Gao;Ming Chen;Xiao-mao Zhang,2010.0,ICIE '10 Proceedings of the 2010 WASE International Conference on Information Engineering - Volume 03
1677450,1677451,On the number of digitizations of a disc depending on its position,Martin N. Huxley;Joviša Žunić,2004.0,IWCIA'04 Proceedings of the 10th international conference on Combinatorial Image Analysis
1945618,1945619,On conditional variance estimation in nonparametric regression,Siddhartha Chib;Edward Greenberg,2013.0,Statistics and Computing
729570,729571,"Data mining applied to in vitro fertilization, tumor and diabetic patient data",Oliver Hogl,1998.0,ACM SIGBIO Newsletter - Special issue on biomedical applications of knowledge discovery in databases
1430356,1430357,Combined congestion control and link selection strategies for delay tolerant interplanetary networks,Igor Bisio;Marco Cello;Tomaso De Cola;Mario Marchese,2009.0,GLOBECOM'09 Proceedings of the 28th IEEE conference on Global telecommunications
1699817,1699818,Frequency weighting and selective enhancement for MPEG-4 scalable video coding,Seung-Hwan Kim;Yo-Sung Ho,2004.0,PCM'04 Proceedings of the 5th Pacific Rim conference on Advances in Multimedia Information Processing - Volume Part III
711085,711086,Improving context-based load value prediction (instruction-level parallelism),Martin Burtscher;Benjamin G. Zorn,2000.0,Improving context-based load value prediction (instruction-level parallelism)
670920,670921,Problem Decomposition in Parallel Networks,Phyllis E. Crandall;Michael J. Quinn,1993.0,Problem Decomposition in Parallel Networks
160453,160454,Unicode: a universal character code,Jürgen Bettels;F. Avery Bishop,1993.0,Digital Technical Journal
1010475,1010476,Floating-Point Arithmetic Algorithms in the Symmetric Residue Number System,E. Kinoshita;H. Kosako;Y. Kojima,1974.0,IEEE Transactions on Computers
2020882,2020883,On the logical implication of multivalued dependencies with null values,Sebastian Link,2006.0,CATS '06 Proceedings of the Twelfth Computing: The Australasian Theory Symposium - Volume 51
1531538,1531539,Composing the cumulative quantile regression function and the Goldie concentration curve,SzeMan Tse,2011.0,Journal of Multivariate Analysis
1358802,1358803,The role of agile practices in disaster management and recovery: a case study,Ather I. Nawaz;Imran A. Zualkernan,2009.0,CASCON '09 Proceedings of the 2009 Conference of the Center for Advanced Studies on Collaborative Research
1676440,1676441,Predecessor queries in constant time?,Marek Karpinski;Yakov Nekrich,2005.0,ESA'05 Proceedings of the 13th annual European conference on Algorithms
68018,68019,Inside the EISA computers,Tony Dowden,1990.0,Inside the EISA computers
1462029,1462030,Flow Forecasting Model Based on Grey Neural Network and Self-adapting Network Filtration,Zhou Zhide,2010.0,ISECS '10 Proceedings of the 2010 Third International Symposium on Electronic Commerce and Security
906540,906541,A locally adaptive statistical procedure (LAP) to identify differentially expressed chromosomal regions,A. Callegaro;D. Basso;S. Bicciato,2006.0,Bioinformatics
1456155,1456156,Digitalization in Open Economies: Theory and Policy Implications,Michael Vogelsang,2010.0,Digitalization in Open Economies: Theory and Policy Implications
1094063,1094064,Constituent parsing by classification,I. Dan Melamed;Joseph Turian,2007.0,Constituent parsing by classification
1945234,1945235,A survey on the use of simulation in German healthcare,Patrick Kirchhof;Nicolas Meseth,2012.0,Proceedings of the Winter Simulation Conference
603694,603695,Performance evaluation of packet radio systems by simulation—a case study,Israel Gitman;Howard Frank;Richard Van Slyke,1978.0,WSC '78 Proceedings of the 10th conference on Winter simulation - Volume 2
1730434,1730435,Finite equational bases in process algebra: results and open questions,Luca Aceto;Wan Fokkink;Anna Ingolfsdottir;Bas Luttik,2005.0,"Processes, Terms and Cycles"
1251852,1251853,A visual beat detection system for grid-based interactive percussion and synchronization,Trishul Mallikarjuna,2009.0,SIGGRAPH '09: Posters
1464528,1464529,Fabric defect classification using radial basis function network,Yu Zhang;Zhaoyang Lu;Jing Li,2010.0,Pattern Recognition Letters
656149,656150,A Fast Symbol Coding Scheme with Specific Application in Bulk Compression,A. Palau,1998.0,DCC '98 Proceedings of the Conference on Data Compression
403443,403444,"Parallelization in Inference Systems: International Workshop, Dagstuhl Castle, Germany, December 17-18, 1990 Proceedings",B. Fronhofer;G. Wrightson,1992.0,"Parallelization in Inference Systems: International Workshop, Dagstuhl Castle, Germany, December 17-18, 1990 Proceedings"
1146702,1146703,Formalizing System Behavior for Evaluating a System Hang Detector,Long Wang;Zbigniew Kalbarczyk;Ravishankar K. Iyer,2008.0,SRDS '08 Proceedings of the 2008 Symposium on Reliable Distributed Systems
1658141,1658142,A Correction Algorithm for Stereo Matching with Web Cameras,Ningping Sun;Hiroshi Nagaoka;Takuya Shigemoto,2011.0,"BWCCA '11 Proceedings of the 2011 International Conference on Broadband and Wireless Computing, Communication and Applications"
1278274,1278275,A DP-network for optimal dynamic routing in network-on-chip,Terrence Mak;Peter Y.K. Cheung;Wayne Luk;Kai Pui Lam,2009.0,CODES+ISSS '09 Proceedings of the 7th IEEE/ACM international conference on Hardware/software codesign and system synthesis
1807363,1807364,Linearized oscillation theorems for certain nonlinear difference equations with continuous arguments,B. G. Zhang;B. M. Liu,1999.0,Mathematical and Computer Modelling: An International Journal
337563,337564,"Workshop 1: visual interfaces to digital libraries - its past, present, and future",Katy Börner;Chaomei Chen,2001.0,Proceedings of the 1st ACM/IEEE-CS joint conference on Digital libraries
450564,450565,"Toward the rectilinear crossing number of Kn: new drawings, upper bounds, and asymptotics",Alex Brodsky;Stephane Durocher;Ellen Gethner,2003.0,Discrete Mathematics
815813,815814,Empirically estimating order constraints for content planning in generation,Pablo A. Duboue;Kathleen R. McKeown,2001.0,ACL '01 Proceedings of the 39th Annual Meeting on Association for Computational Linguistics
1771353,1771354,Temperature Dependent Study of Random Telegraph Noise in Gate-All-Around PMOS Silicon Nanowire Field-Effect Transistors,B. B. Hong;L. Choi;Y. C. Jung;S. W. Hwang;K. H. Cho;K. H. Yeo;D. Kim;G. Y. Jin;D. Park;S. H. Song;Y. Y. Lee;M. H. Son;D. Ahn,2010.0,IEEE Transactions on Nanotechnology
2056139,2056140,Research of Key Techniques of VR-Forces and VRNET's Collaboration Simulation,Guohui Zhang;Xingyu Wang;Xiaoding Qi;Guannan Li,2013.0,ISCID '13 Proceedings of the 2013 Sixth International Symposium on Computational Intelligence and Design - Volume 02
272942,272943,Building a robust manufacturing strategy,Rajesh Jugulum;Mustafa Sefik,1998.0,Proceedings of the 23rd international conference on on Computers and industrial engineering
1051662,1051663,Visualisation of topological structures as a training tool for acquiring causal models of complex systems,Anne Klostermann;Manfred Thüring,2007.0,Proceedings of the 14th European conference on Cognitive ergonomics: invent! explore!
1413482,1413483,Visualizing the program execution control flow of OpenMP applications,Karl Fürlinger;Shirley Moore,2008.0,IWOMP'08 Proceedings of the 4th international conference on OpenMP in a new era of parallelism
1574161,1574162,Computing a Classic Index for Finite-Horizon Bandits,José Niòo-Mora,2011.0,INFORMS Journal on Computing
1789101,1789102,Brief paper: Anti-windup and bumpless-transfer schemes,Christopher Edwards;Ian Postlethwaite,1998.0,Automatica (Journal of IFAC)
1755753,1755754,Two classes of optimal two-dimensional OOCs,Yuemei Huang;Yanxun Chang,2012.0,"Designs, Codes and Cryptography"
1094732,1094733,Fuzzy control of parallel induction motors drive,Sakrawee Raweekul;Thanatchai Kulworawanichpong;Sarawut Sujitjorn,2008.0,"ACMOS'08 Proceedings of the 10th WSEAS International Conference on Automatic Control, Modelling & Simulation"
1504460,1504461,Combining reinforcement learning with symbolic planning,Matthew Grounds;Daniel Kudenko,2005.0,"ALAMAS'05/ALAMAS'06/ALAMAS'07 Proceedings of the 5th , 6th and 7th European conference on Adaptive and learning agents and multi-agent systems: adaptation and multi-agent learning"
1388678,1388679,Diagrams for meaning preservation,Joe B. Wells;Detlef Plump;Fairouz Kamareddine,2003.0,RTA'03 Proceedings of the 14th international conference on Rewriting techniques and applications
864466,864467,SketchTree: Approximate Tree Pattern Counts over Streaming Labeled Trees,Praveen Rao;Bongki Moon,2006.0,ICDE '06 Proceedings of the 22nd International Conference on Data Engineering
1873110,1873111,Research Note---Lock-In Strategy in Software Competition: Open-Source Software vs. Proprietary Software,Kevin Xiaoguo Zhu;Zach Zhizhong Zhou,2012.0,Information Systems Research
671123,671124,A Revised Leda Language Definition,Rajeev K. Pandey;Wolfgang Pesch;Jim Shur;Masami Takikawa,1993.0,A Revised Leda Language Definition
1464213,1464214,SoftRDMA: implementing iWARP over TCP kernel sockets,F. D. Neeser;B. Metzler;P. W. Frey,2010.0,IBM Journal of Research and Development
1393963,1393964,Providing device independence to mobile services,Stina Nylander;Markus Bylund,2002.0,"ERCIM'02 Proceedings of the User interfaces for all 7th international conference on Universal access: theoretical perspectives, practice, and experience"
708332,708333,Accurate solutions for global illumination using wavelets,Sreenadha Babu Godavarthy;Terry Huntsberger,1998.0,Accurate solutions for global illumination using wavelets
597503,597504,Documentation production from a formal database,Christopher Hartsough;Yuzo Yamamoto;E. David Callender,1982.0,SIGDOC '82 Proceedings of the 1st annual international conference on Systems documentation
1573677,1573678,Redesign as an act of violence: disrupted interaction patterns and the fragmenting of a social Q&A community,Rich Gazan,2011.0,Proceedings of the SIGCHI Conference on Human Factors in Computing Systems
